Straßennummer,Straßenname,Ortsbezirk,Stadtteil Name,Stadtbezirk,Stadtbezirksvorst,Schiedsleutebezirk,Sozialrathaus Name,Polizeirevier,Postleitzahl,Address,Latitude,Longitude,class,type
2029,Röderbergweg,4,Ostend,251,4.25,4,Ost,5.0,60314,Röderbergweg 60314 Frankfurt,50.1152913,8.7080531,amenity,node
2029,Röderbergweg,4,Ostend,251,4.25,4,Ost,5.0,60316,Röderbergweg 60316 Frankfurt,50.1185277,8.7159931,highway,way
2029,Röderbergweg,4,Ostend,252,4.25,4,Ost,5.0,60385,Röderbergweg 60385 Frankfurt,50.1185277,8.7159931,highway,way
2030,Röderichstraße,7,Rödelheim,402,7.56,7,Bockenheim,11.0,60489,Röderichstraße 60489 Frankfurt,50.1251415,8.6088387,highway,way
2024,Rodheimer Straße,4,Bornheim,271,4.23,4,Ost,6.0,60385,Rodheimer Straße 60385 Frankfurt,50.1281413,8.7063208,highway,way
2032,Roggengasse,6,Unterliederbach,621,6.51,6C,Höchst,17.0,65929,Roggengasse 65929 Frankfurt,50.1109823,8.5322751,highway,way
2033,Rohlederstraße,10,Eckenheim,461,10.72,10,Dornbusch,12.0,60435,Rohlederstraße 60435 Frankfurt,50.1423553,8.6815673,highway,way
2034,Rohmerplatz,2,Bockenheim,350,2.13,2,Bockenheim,13.0,60486,Rohmerplatz 60486 Frankfurt,50.1212122,8.6447245,amenity,node
2035,Rohmerstraße,2,Bockenheim,350,2.13,2,Bockenheim,13.0,60487,Rohmerstraße 60487 Frankfurt,50.121848,8.6451147,highway,way
2035,Rohmerstraße,2,Bockenheim,350,2.13,2,Bockenheim,13.0,60486,Rohmerstraße 60486 Frankfurt,50.121848,8.6451147,highway,way
2036,Rohrbachstraße,3,Nordend-Ost,222,3.18,3,Ost,6.0,60389,Rohrbachstraße 60389 Frankfurt,50.1288108,8.6997892,highway,way
2907,Röhrborngasse,16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Röhrborngasse 60388 Frankfurt,50.1511616,8.7551763,highway,way
2037,Rombergstraße,6,Zeilsheim,612,6.5,6B,Höchst,17.0,65931,Rombergstraße 65931 Frankfurt,50.100142,8.5000386,highway,way
2031,Römerberg,1,Altstadt,10,1.01,1,Ost,1.0,60311,Römerberg 60311 Frankfurt,50.1102003,8.6821669109375,highway,relation
3497,Römerbrücke,8,Heddernheim,432,8.62,8,Nord,14.0,60439,Römerbrücke 60439 Frankfurt,50.1490834,8.6391362,highway,way
3497,Römerbrücke,9,Ginnheim,441,9.67,9,Nord,12.0,60431,Römerbrücke 60431 Frankfurt,50.1490834,8.6391362,highway,way
2590,Römerstadtsteg,8,Heddernheim,432,8.62,8,Nord,14.0,60439,Römerstadtsteg 60439 Frankfurt,50.1559263,8.6344592,highway,way
3603,Römischer Ring,1,Gallus,162,1.07,1,Gallus,13.0,60486,Römischer Ring 60486 Frankfurt,50.1096711,8.6323673,highway,way
2038,Romroder Straße,11,Seckbach,390,11.75,11,Ost,6.0,60389,Romroder Straße 60389 Frankfurt,50.1467261,8.7265513,highway,way
2039,Ronneburgstraße,10,Eckenheim,461,10.72,10,Dornbusch,12.0,60435,Ronneburgstraße 60435 Frankfurt,50.1509024,8.6891106,highway,way
2908,Röntgenstraße,16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Röntgenstraße 60388 Frankfurt,50.1410961,8.7492255,amenity,node
2630,Rosa-Luxemburg-Straße,2,Bockenheim,362,2.12,2,Bockenheim,3.0,60487,Rosa-Luxemburg-Straße 60487 Frankfurt,50.128877,8.6562365,highway,way
2630,Rosa-Luxemburg-Straße,2,Bockenheim,362,2.12,2,Bockenheim,12.0,60431,Rosa-Luxemburg-Straße 60431 Frankfurt,50.1403667,8.6520281,highway,way
2630,Rosa-Luxemburg-Straße,8,Heddernheim,431,8.61,8,Nord,14.0,60439,Rosa-Luxemburg-Straße 60439 Frankfurt,50.1604704,8.6346358,highway,way
3491,Rosa-Marx-Weg,4,Ostend,140,4.26,4,Ost,5.0,60314,Rosa-Marx-Weg 60314 Frankfurt,50.1081248,8.700784,highway,way
2040,Roscherstraße,11,Riederwald,262,11.76,11,Ost,18.0,60386,Roscherstraße 60386 Frankfurt,50.1284263,8.7309681,highway,way
3220,Rose-Schlösinger-Anlage,4,Bornheim,281,4.24,4,Ost,6.0,60385,Rose-Schlösinger-Anlage 60385 Frankfurt,50.12731675,8.719407593399513,leisure,way
2041,Roseggerstraße,9,Dornbusch,442,9.68,9,Dornbusch,12.0,60320,Roseggerstraße 60320 Frankfurt,50.1422591,8.6666695,highway,way
2042,Rosenbergerstraße,1,Innenstadt,60,1.02,1,Ost,1.0,60313,Rosenbergerstraße 60313 Frankfurt,50.1174521,8.6859276,highway,way
2582,Rosenhof (Wohnplatz),6,Sossenheim,632,6.54,6C,Höchst,17.0,65936,Rosenhof (Wohnplatz) 65936 Frankfurt,,,,
2043,Roßbachstraße,7,Hausen,410,7.58,7,Bockenheim,11.0,60488,Roßbachstraße 60488 Frankfurt,50.1328152,8.6240768,highway,way
2044,Roßdorfer Straße,4,Bornheim,282,4.24,4,Ost,5.0,60385,Roßdorfer Straße 60385 Frankfurt,50.1249939,8.7089742,highway,way
2045,Rossertstraße,2,Westend-Süd,180,2.1,2,Bockenheim,3.0,60323,Rossertstraße 60323 Frankfurt,50.1226381,8.6608565,highway,way
2046,Rossittener Straße,7,Bockenheim,343,7.57,2,Bockenheim,11.0,60487,Rossittener Straße 60487 Frankfurt,50.1243983,8.6248528,highway,way
2047,Roßkopfstraße,8,Niederursel,481,8.63,8,Nord,14.0,60439,Roßkopfstraße 60439 Frankfurt,50.1636789,8.6279389,highway,way
2048,Roßmarkt,1,Innenstadt,40,1.03,1,Ost,1.0,60311,Roßmarkt 60311 Frankfurt,50.112259449999996,8.676652392870064,highway,way
2049,Rostocker Straße,2,Westend-Nord,191,2.09,2,Dornbusch,3.0,60323,Rostocker Straße 60323 Frankfurt,50.1305682,8.6675465,highway,way
2050,Rotdornweg,10,Frankfurter Berg,492,10.71,10,Nord,14.0,60433,Rotdornweg 60433 Frankfurt,50.1680794,8.6691176,highway,way
2051,Rote-Kreuz-Weg,5,Sachsenhausen-S.,332,5.29,5A,Sachsenhausen,8.0,60599,Rote-Kreuz-Weg 60599 Frankfurt,50.0907997,8.7077346,highway,way
3222,Rotenbuschweg,11,Seckbach,390,11.75,11,Ost,18.0,60386,Rotenbuschweg 60386 Frankfurt,50.1346543,8.7318813,highway,way
2054,Roter Weg,6,Sindlingen,601,6.47,6B,Höchst,17.0,65931,Roter Weg 65931 Frankfurt,50.0695652,8.5177181,highway,way
3422,Rotfeder Ring,1,Gutleutviertel,151,1.04,1,Gallus,4.0,60327,Rotfeder Ring 60327 Frankfurt,50.0979071,8.656013,highway,way
2055,Rothschildallee,3,Nordend-Ost,221,3.19,3,Ost,3.0,60389,Rothschildallee 60389 Frankfurt,50.1263269,8.6980407,highway,way
3723,Rothschildpark,2,Westend-Süd,110,2.1,2,Bockenheim,3.0,60322,Rothschildpark 60322 Frankfurt,50.117414,8.670021214236783,leisure,way
3723,Rothschildpark,2,Westend-Süd,110,2.1,2,Bockenheim,3.0,60323,Rothschildpark 60323 Frankfurt,50.117414,8.670021214236783,leisure,way
2056,Rotkehlchenweg,6,Unterliederbach,621,6.51,6C,Höchst,17.0,65929,Rotkehlchenweg 65929 Frankfurt,50.1041254,8.530611,highway,way
2057,Rotlintstraße,3,Nordend-Ost,221,3.19,3,Ost,3.0,60316,Rotlintstraße 60316 Frankfurt,50.127539,8.6946766,highway,way
2057,Rotlintstraße,3,Nordend-Ost,222,3.18,3,Ost,6.0,60389,Rotlintstraße 60389 Frankfurt,50.1317391,8.6965574,highway,way
2058,Rotteckstraße,3,Nordend-Ost,130,3.2,3,Ost,3.0,60316,Rotteckstraße 60316 Frankfurt,50.1212175,8.6916779,highway,way
3059,Rottweiler Platz,1,Gutleutviertel,151,1.04,1,Gallus,4.0,60327,Rottweiler Platz 60327 Frankfurt,50.1014886,8.6612807,highway,way
2060,Rottweiler Straße,1,Gutleutviertel,151,1.04,1,Gallus,4.0,60327,Rottweiler Straße 60327 Frankfurt,50.1018444,8.6617677,highway,way
2061,Rubensstraße,5,Sachsenhausen-N.,322,5.33,5A,Sachsenhausen,8.0,60596,Rubensstraße 60596 Frankfurt,50.09951,8.6731625,highway,way
2065,Rückertstraße,4,Ostend,140,4.26,4,Ost,5.0,60314,Rückertstraße 60314 Frankfurt,50.1117359,8.6997204,highway,way
3684,Rudolf-Amthauer-Straße,6,Höchst,592,6.46,6C,Höchst,17.0,65929,Rudolf-Amthauer-Straße 65929 Frankfurt,50.0963086,8.5379968,amenity,node
2779,Rudolf-Breitscheid-Straße,15,Nieder-Eschbach,670,15.82,15,Nord,14.0,60437,Rudolf-Breitscheid-Straße 60437 Frankfurt,50.2001198,8.6724577,highway,way
2062,Rudolf-Hilferding-Straße,8,Niederursel,482,8.64,8,Nord,14.0,60439,Rudolf-Hilferding-Straße 60439 Frankfurt,50.1561928,8.6216144,highway,way
3232,Rudolf-Menzer-Anlage,5,Niederrad,372,5.36,5B,Sachsenhausen,10.0,60528,Rudolf-Menzer-Anlage 60528 Frankfurt,,,,
2063,Rudolf-Presber-Straße,9,Dornbusch,442,9.68,9,Dornbusch,12.0,60431,Rudolf-Presber-Straße 60431 Frankfurt,50.1447176,8.6648515,highway,way
3270,Rudolf-Schäfer-Anlage,6,Höchst,591,6.46,6C,Höchst,17.0,65929,Rudolf-Schäfer-Anlage 65929 Frankfurt,50.09839935,8.544921311333571,leisure,way
3670,Rudolf-Schwarz-Platz,12,Kalbach-Riedberg,651,12.79,12,Nord,14.0,60438,Rudolf-Schwarz-Platz 60438 Frankfurt,50.1787554,8.622295448024524,place,relation
2064,Rudolfstraße,1,Gallus,152,1.06,1,Gallus,4.0,60327,Rudolfstraße 60327 Frankfurt,50.1067541,8.6577361,highway,way
2064,Rudolfstraße,1,Gallus,152,1.06,1,Gallus,4.0,60329,Rudolfstraße 60329 Frankfurt,50.1069642,8.6576105,amenity,node
2071,Rugierstraße,6,Unterliederbach,622,6.52,6C,Höchst,17.0,65929,Rugierstraße 65929 Frankfurt,50.1138151,8.5406751,highway,way
2066,Rühlstraße,9,Eschersheim,452,9.66,9,Dornbusch,12.0,60433,Rühlstraße 60433 Frankfurt,50.1569485,8.6607299,highway,way
2067,Rümelinstraße,11,Riederwald,262,11.76,11,Ost,18.0,60386,Rümelinstraße 60386 Frankfurt,50.1289924,8.732129,highway,way
2909,Rumpenheimer Straße,16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Rumpenheimer Straße 60388 Frankfurt,50.1439103,8.7577309,highway,way
2074,Runkeler Straße,10,Eckenheim,461,10.72,10,Dornbusch,12.0,60435,Runkeler Straße 60435 Frankfurt,50.1436285,8.6935636,highway,way
2075,Ruppertshainer Straße,1,Gallus,165,1.08,1,Gallus,4.0,60326,Ruppertshainer Straße 60326 Frankfurt,50.1041765,8.6255365,highway,way
2076,Ruprechtstraße,4,Bornheim,282,4.24,4,Ost,5.0,60385,Ruprechtstraße 60385 Frankfurt,50.1234202,8.7128606,highway,way
2068,Rüsselsheimer Straße,1,Gallus,164,1.08,1,Gallus,16.0,60326,Rüsselsheimer Straße 60326 Frankfurt,50.1014505,8.6205554,highway,way
3011,Russingerstraße,6,Nied,561,6.42,6A,Höchst,17.0,65934,Russingerstraße 65934 Frankfurt,50.1021544,8.5564642,highway,way
2069,Rüsterstraße,2,Westend-Süd,100,2.11,2,Bockenheim,13.0,60325,Rüsterstraße 60325 Frankfurt,50.1130671,8.6629704,highway,way
3417,Ruth-Moufang-Straße,8,Niederursel,484,8.63,8,Nord,14.0,60438,Ruth-Moufang-Straße 60438 Frankfurt,50.1741098,8.6281099,highway,way
2077,Saalburgallee,4,Bornheim,281,4.24,4,Ost,5.0,60385,Saalburgallee 60385 Frankfurt,50.1253486,8.7116033,amenity,node
2078,Saalburgstraße,4,Bornheim,282,4.24,4,Ost,5.0,60385,Saalburgstraße 60385 Frankfurt,50.125688,8.7098141,highway,way
2079,Saalfelder Straße,6,Zeilsheim,611,6.49,6B,Höchst,17.0,65931,Saalfelder Straße 65931 Frankfurt,50.0956184,8.4935799,highway,way
2080,Saalgasse,1,Altstadt,10,1.01,1,Ost,1.0,60311,Saalgasse 60311 Frankfurt,50.1100641,8.6839789,highway,way
3736,Saalhof,1,Altstadt,10,1.01,1,Ost,1.0,60311,Saalhof 60311 Frankfurt,50.1095428,8.682947137997978,tourism,way
2081,Saarbrücker Straße,6,Schwanheim,531,6.38,6A,Sachsenhausen,10.0,60529,Saarbrücker Straße 60529 Frankfurt,50.0824954,8.5809252,highway,way
2082,Sachsenhäuser Landwehrweg,5,Sachsenhausen-S.,332,5.29,5A,Sachsenhausen,8.0,60599,Sachsenhäuser Landwehrweg 60599 Frankfurt,50.0895918,8.7035784,highway,way
2082,Sachsenhäuser Landwehrweg,5,Sachsenhausen-S.,323,5.3,5A,Sachsenhausen,8.0,60598,Sachsenhäuser Landwehrweg 60598 Frankfurt,50.0875287,8.6837476,highway,way
2083,Sachsenhäuser Ufer (Museumsufer),5,Sachsenhausen-N.,300,5.31,5A,Sachsenhausen,8.0,60594,Sachsenhäuser Ufer (Museumsufer) 60594 Frankfurt,,,,
3772,Sally-Ride-Platz,2,Bockenheim,163,2.15,2,Bockenheim,13.0,60486,Sally-Ride-Platz 60486 Frankfurt,,,,
2085,Salmünsterer Straße,11,Fechenheim,510,11.77,11,Ost,18.0,60386,Salmünsterer Straße 60386 Frankfurt,50.1339111,8.7559582,highway,way
3472,Salvador-Allende-Straße,2,Bockenheim,350,2.13,2,Bockenheim,13.0,60487,Salvador-Allende-Straße 60487 Frankfurt,50.1221553,8.6353689,highway,way
2086,Salzschlirfer Straße,11,Fechenheim,510,11.77,11,Ost,18.0,60386,Salzschlirfer Straße 60386 Frankfurt,50.1287716,8.7440241,highway,way
2087,Sandäckerstraße,6,Griesheim,552,6.41,6A,Gallus,16.0,65933,Sandäckerstraße 65933 Frankfurt,50.0995057,8.5956136,highway,way
3516,Sanddornweg,10,Frankfurter Berg,492,10.71,10,Nord,14.0,60433,Sanddornweg 60433 Frankfurt,50.1688538,8.6736706,highway,way
2091,Sandgasse,1,Altstadt,10,1.01,1,Ost,1.0,60311,Sandgasse 60311 Frankfurt,50.111719,8.6805371,highway,way
3358,Sandhof-Schleife,5,Sachsenhausen-N.,322,5.33,5A,Sachsenhausen,8.0,60596,Sandhof-Schleife 60596 Frankfurt,,,,
2092,Sandhöfer Allee (einschl.Sandhof),5,Niederrad,371,5.35,5B,Sachsenhausen,10.0,60528,Sandhöfer Allee (einschl.Sandhof) 60528 Frankfurt,,,,
2095,Sandhofstraße,5,Niederrad,371,5.35,5B,Sachsenhausen,10.0,60528,Sandhofstraße 60528 Frankfurt,50.0921778,8.6582432,highway,way
2096,Sandplackenstraße,7,Praunheim,422,7.59,7,Bockenheim,14.0,60488,Sandplackenstraße 60488 Frankfurt,50.1481931,8.6200446,highway,way
2097,Sandweg,3,Nordend-Ost,130,3.2,3,Ost,5.0,60316,Sandweg 60316 Frankfurt,50.1160774,8.6955735,amenity,node
2601,Saonestraße,5,Niederrad,373,5.36,5B,Sachsenhausen,10.0,60528,Saonestraße 60528 Frankfurt,50.0809446,8.6320921,highway,way
2098,Sauerackerweg,6,Schwanheim,532,6.37,6A,Sachsenhausen,10.0,60529,Sauerackerweg 60529 Frankfurt,50.0837388,8.5904577,highway,way
2099,Sauerstraße,6,Nied,561,6.42,6A,Höchst,16.0,65934,Sauerstraße 65934 Frankfurt,50.1002911,8.5698711,highway,way
2100,Savignystraße,2,Westend-Süd,100,2.11,2,Bockenheim,13.0,60325,Savignystraße 60325 Frankfurt,50.1109161,8.661748,highway,way
2101,Schadowstraße,5,Sachsenhausen-N.,321,5.32,5A,Sachsenhausen,8.0,60596,Schadowstraße 60596 Frankfurt,50.0998812,8.6781114,highway,way
2102,Schäfergasse,1,Innenstadt,60,1.02,1,Ost,1.0,60313,Schäfergasse 60313 Frankfurt,50.1167018,8.6850048,amenity,node
2103,Schäfers Gärten,9,Ginnheim,441,9.67,9,Nord,12.0,60431,Schäfers Gärten 60431 Frankfurt,50.1459613,8.6490638,highway,way
2104,Schäfflestraße,11,Riederwald,262,11.76,11,Ost,18.0,60386,Schäfflestraße 60386 Frankfurt,50.1295778,8.7337345,highway,way
2106,Schafheckstraße,5,Oberrad,380,5.28,5A,Sachsenhausen,8.0,60599,Schafheckstraße 60599 Frankfurt,50.0995481,8.7309695,highway,way
2910,Schalksbornstraße,16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Schalksbornstraße 60388 Frankfurt,50.1571752,8.7543565,highway,way
2107,Schalkwiesenweg,7,Praunheim,424,7.6,7,Bockenheim,14.0,60488,Schalkwiesenweg 60488 Frankfurt,50.1408457,8.626226,highway,way
2105,Schärfengäßchen,1,Altstadt,10,1.01,1,Ost,1.0,60311,Schärfengäßchen 60311 Frankfurt,50.1133202,8.6817625,highway,way
2108,Schaubstraße,5,Sachsenhausen-N.,322,5.33,5A,Sachsenhausen,8.0,60596,Schaubstraße 60596 Frankfurt,50.099996,8.6701608,amenity,node
2109,Schaumainkai (Museumsufer),5,Sachsenhausen-N.,300,5.31,5A,Sachsenhausen,8.0,60594,Schaumainkai (Museumsufer) 60594 Frankfurt,,,,
2109,Schaumainkai (Museumsufer),5,Sachsenhausen-N.,321,5.32,5A,Sachsenhausen,8.0,60596,Schaumainkai (Museumsufer) 60596 Frankfurt,,,,
2110,Schaumburger Straße,6,Sossenheim,631,6.53,6C,Höchst,17.0,65936,Schaumburger Straße 65936 Frankfurt,50.1206346,8.5649753,highway,way
2111,Scheerengasse,5,Oberrad,380,5.28,5A,Sachsenhausen,8.0,60599,Scheerengasse 60599 Frankfurt,50.0990121,8.7164336,highway,way
2112,Scheffelstraße,3,Nordend-West,120,3.21,3,Ost,3.0,60318,Scheffelstraße 60318 Frankfurt,50.1220486,8.6901982,highway,way
2113,Scheidstraße,9,Dornbusch,463,9.69,9,Dornbusch,12.0,60320,Scheidstraße 60320 Frankfurt,50.1413109,8.6824513,highway,way
2114,Scheidswaldstraße,4,Ostend,252,4.25,4,Ost,5.0,60385,Scheidswaldstraße 60385 Frankfurt,50.1203658,8.7096136,highway,way
2115,Schellenbergstraße,6,Sossenheim,632,6.54,6C,Höchst,17.0,65936,Schellenbergstraße 65936 Frankfurt,50.1216842,8.5694423,highway,way
2116,Schellgasse,5,Sachsenhausen-N.,300,5.31,5A,Sachsenhausen,8.0,60594,Schellgasse 60594 Frankfurt,50.1062109,8.6864595,highway,way
2117,Schellingstraße,3,Nordend-Ost,230,3.2,3,Ost,3.0,60316,Schellingstraße 60316 Frankfurt,50.1213997,8.6994818,highway,way
3640,Schelmenburgplatz,16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Schelmenburgplatz 60388 Frankfurt,50.1551606,8.7515168,highway,way
3169,Schelmenhäuserhof (Wohnplatz),16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Schelmenhäuserhof (Wohnplatz) 60388 Frankfurt,,,,
2911,Schelmenweg,16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Schelmenweg 60388 Frankfurt,50.1576269,8.7511497,highway,way
2118,Schenckstraße,7,Rödelheim,401,7.55,7,Bockenheim,11.0,60489,Schenckstraße 60489 Frankfurt,50.1282378,8.6166996,highway,way
2119,Schenkendorfstraße,9,Eschersheim,452,9.66,9,Dornbusch,12.0,60431,Schenkendorfstraße 60431 Frankfurt,50.150237,8.6577149,highway,way
2120,Scherbiusstraße,2,Bockenheim,163,2.15,2,Bockenheim,13.0,60486,Scherbiusstraße 60486 Frankfurt,50.1148301,8.6304112,highway,way
2121,Schichaustraße,4,Ostend,261,4.27,4,Ost,5.0,60314,Schichaustraße 60314 Frankfurt,50.1119178,8.7041775,highway,way
2122,Schielestraße,4,Ostend,261,4.27,4,Ost,5.0,60314,Schielestraße 60314 Frankfurt,50.1191737,8.7402773,highway,way
2912,Schießgraben,16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Schießgraben 60388 Frankfurt,50.1538979,8.7512963,highway,way
2123,Schießhüttenstraße,11,Fechenheim,520,11.78,11,Ost,18.0,60386,Schießhüttenstraße 60386 Frankfurt,50.1210998,8.7720987,highway,way
2125,Schifferstraße,5,Sachsenhausen-N.,324,5.32,5A,Sachsenhausen,8.0,60594,Schifferstraße 60594 Frankfurt,50.1038618,8.6890228,highway,way
2127,Schillerstraße,1,Innenstadt,50,1.02,1,Ost,1.0,60313,Schillerstraße 60313 Frankfurt,50.1147237,8.6786061,amenity,node
2974,Schinkelstraße,7,Praunheim,422,7.59,7,Bockenheim,14.0,60488,Schinkelstraße 60488 Frankfurt,50.1412032,8.6101514,highway,way
2129,Schlehenweg,10,Frankfurter Berg,492,10.71,10,Nord,14.0,60433,Schlehenweg 60433 Frankfurt,50.1656824,8.6763856,highway,way
2130,Schleidenstraße,3,Nordend-West,120,3.21,3,Ost,3.0,60318,Schleidenstraße 60318 Frankfurt,50.1212228,8.683372,highway,way
2131,Schleiermacherstraße,3,Nordend-Ost,230,3.2,3,Ost,3.0,60316,Schleiermacherstraße 60316 Frankfurt,50.1227995,8.6995715,highway,way
2132,Schleifergasse,6,Höchst,591,6.46,6C,Höchst,17.0,65929,Schleifergasse 65929 Frankfurt,50.1000408,8.5469486,highway,way
2913,Schlesierstraße,16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Schlesierstraße 60388 Frankfurt,50.1469329,8.7582743,highway,way
2133,Schleswiger Straße,10,Eckenheim,461,10.72,10,Dornbusch,12.0,60435,Schleswiger Straße 60435 Frankfurt,50.1429412,8.6809173,highway,way
2134,Schlettweinstraße,11,Riederwald,262,11.76,11,Ost,18.0,60386,Schlettweinstraße 60386 Frankfurt,50.1281075,8.7385122,highway,way
2135,Schleusenstraße,1,Gutleutviertel,151,1.04,1,Gallus,4.0,60327,Schleusenstraße 60327 Frankfurt,50.1021604,8.663034,highway,way
2136,Schleusenweg,5,Niederrad,371,5.35,5B,Sachsenhausen,10.0,60528,Schleusenweg 60528 Frankfurt,50.0897856,8.6501826,highway,way
2137,Schlickstraße,9,Dornbusch,463,9.69,9,Dornbusch,12.0,60320,Schlickstraße 60320 Frankfurt,50.138721,8.6838236,highway,way
2138,Schliemannweg,10,Eckenheim,461,10.72,10,Dornbusch,12.0,60435,Schliemannweg 60435 Frankfurt,50.1447881,8.6857656,highway,way
2139,Schliephakestraße,6,Nied,562,6.43,6A,Höchst,16.0,65934,Schliephakestraße 65934 Frankfurt,50.1035351,8.5713537,highway,way
2140,Schlinkenweg,3,Nordend-Ost,222,3.18,3,Ost,6.0,60389,Schlinkenweg 60389 Frankfurt,50.13387,8.6994305,highway,way
2141,Schlitzer Straße,11,Fechenheim,510,11.77,11,Ost,18.0,60386,Schlitzer Straße 60386 Frankfurt,50.130813,8.7463883,highway,way
2142,Schloßborner Straße,1,Gallus,165,1.08,1,Gallus,4.0,60326,Schloßborner Straße 60326 Frankfurt,50.1017538,8.6268382,highway,way
2143,Schlosserstraße,3,Nordend-West,203,3.16,3,Dornbusch,3.0,60322,Schlosserstraße 60322 Frankfurt,50.1308365,8.6812363,highway,way
2144,Schloßstraße,2,Bockenheim,350,2.13,2,Bockenheim,13.0,60486,Schloßstraße 60486 Frankfurt,50.1159977,8.6463285,amenity,node
2146,Schmalkaldener Straße,6,Unterliederbach,621,6.51,6C,Höchst,17.0,65929,Schmalkaldener Straße 65929 Frankfurt,50.10788,8.5285652,highway,way
2147,Schmickbrücke,4,Ostend,261,4.27,4,Ost,5.0,60314,Schmickbrücke 60314 Frankfurt,50.1084936,8.7144224,highway,way
2148,Schmickstraße,4,Ostend,261,4.27,4,Ost,5.0,60314,Schmickstraße 60314 Frankfurt,50.1139563,8.7292364,amenity,node
2149,Schmidtbornstraße,6,Nied,561,6.42,6A,Höchst,16.0,65934,Schmidtbornstraße 65934 Frankfurt,50.1015472,8.5694409,highway,way
2150,Schmidtstraße,1,Gallus,164,1.08,1,Gallus,16.0,60326,Schmidtstraße 60326 Frankfurt,50.1007697,8.6190163,highway,way
2746,Schmiedgasse,15,Nieder-Eschbach,670,15.82,15,Nord,14.0,60437,Schmiedgasse 60437 Frankfurt,50.2006992,8.6757309,highway,way
2151,Schmittener Straße,7,Rödelheim,401,7.55,7,Bockenheim,11.0,60489,Schmittener Straße 60489 Frankfurt,50.1315385,8.6146758,highway,way
2152,Schnappbornweg,5,Sachsenhausen-S.,332,5.29,5A,Sachsenhausen,8.0,60599,Schnappbornweg 60599 Frankfurt,50.0910244,8.7015027,highway,way
2153,Schneckenhofstraße,5,Sachsenhausen-N.,321,5.32,5A,Sachsenhausen,8.0,60596,Schneckenhofstraße 60596 Frankfurt,50.1012673,8.6780673,amenity,node
3634,Schneeballstraße,6,Unterliederbach,623,6.51,6C,Höchst,17.0,65929,Schneeballstraße 65929 Frankfurt,50.1050435,8.527871,highway,way
2154,Schneiderstraße,6,Sindlingen,601,6.47,6B,Höchst,17.0,65931,Schneiderstraße 65931 Frankfurt,50.0874663,8.5130056,highway,way
2155,Schneidhainer Straße,1,Gallus,165,1.08,1,Gallus,4.0,60326,Schneidhainer Straße 60326 Frankfurt,50.1036442,8.6300321,highway,way
2156,Schneidmühlenweg,6,Unterliederbach,622,6.52,6C,Höchst,17.0,65929,Schneidmühlenweg 65929 Frankfurt,50.109656,8.539785,highway,way
2157,Schneidwallgasse,1,Altstadt,10,1.01,1,Ost,1.0,60311,Schneidwallgasse 60311 Frankfurt,50.1088663,8.6764071,highway,way
2158,Schnepfenpfad,6,Griesheim,552,6.41,6A,Gallus,16.0,65933,Schnepfenpfad 65933 Frankfurt,50.1029046,8.5882767,highway,way
2159,Schöffenstraße,6,Griesheim,541,6.39,6A,Gallus,16.0,65933,Schöffenstraße 65933 Frankfurt,50.092686,8.6147441,highway,way
2166,Scholdererweg,5,Sachsenhausen-S.,332,5.29,5A,Sachsenhausen,8.0,60599,Scholdererweg 60599 Frankfurt,50.0856613,8.7000375,highway,way
2160,Schönberger Weg,7,Praunheim,422,7.59,7,Bockenheim,14.0,60488,Schönberger Weg 60488 Frankfurt,50.1499204,8.6133321,highway,way
2662,Schönblick,13,Nieder-Erlenbach,640,13.8,13,Nord,14.0,60437,Schönblick 60437 Frankfurt,50.2042524,8.716355,highway,way
2161,Schönbornstraße,9,Ginnheim,441,9.67,9,Nord,12.0,60431,Schönbornstraße 60431 Frankfurt,50.140942,8.6536307,highway,way
2162,Schöne Aussicht,1,Innenstadt,80,1.01,1,Ost,1.0,60311,Schöne Aussicht 60311 Frankfurt,50.1096245,8.6877292,highway,way
2914,Schönecker Straße,16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Schönecker Straße 60388 Frankfurt,50.158354,8.7572767,highway,way
2163,Schönhofstraße,2,Bockenheim,350,2.13,2,Bockenheim,13.0,60487,Schönhofstraße 60487 Frankfurt,50.1224933,8.6364719,highway,way
2164,Schönstraße,1,Gutleutviertel,151,1.04,1,Gallus,4.0,60327,Schönstraße 60327 Frankfurt,50.1024876,8.658598,highway,way
2165,Schönwetterstraße,9,Dornbusch,463,9.69,9,Dornbusch,12.0,60320,Schönwetterstraße 60320 Frankfurt,50.1394472,8.6825217,highway,way
2167,Schopenhauerstraße,3,Nordend-Ost,230,3.2,3,Ost,3.0,60316,Schopenhauerstraße 60316 Frankfurt,50.1220653,8.6992523,highway,way
2168,Schottener Straße,10,Eckenheim,461,10.72,10,Dornbusch,12.0,60435,Schottener Straße 60435 Frankfurt,50.1514459,8.6869775,highway,way
