Straßennummer,Straßenname,Ortsbezirk,Stadtteil Name,Stadtbezirk,Stadtbezirksvorst,Schiedsleutebezirk,Sozialrathaus Name,Polizeirevier,Postleitzahl,Address,Latitude,Longitude,class,type
2169,Schottensteinstraße,5,Niederrad,372,5.36,5B,Sachsenhausen,10.0,60528,Schottensteinstraße 60528 Frankfurt,50.0779036,8.6496929,highway,way
2983,Schreberweg,7,Rödelheim,402,7.56,7,Bockenheim,11.0,60489,Schreberweg 60489 Frankfurt,50.1170268,8.60804,highway,way
2170,Schreinerstraße,6,Sindlingen,601,6.47,6B,Höchst,17.0,65931,Schreinerstraße 65931 Frankfurt,50.0773532,8.5161943,highway,way
2171,Schreyerstraße,5,Sachsenhausen-N.,322,5.33,5A,Sachsenhausen,8.0,60596,Schreyerstraße 60596 Frankfurt,50.0994272,8.6713669,highway,way
2172,Schrimpegasse,6,Schwanheim,531,6.38,6A,Sachsenhausen,10.0,60529,Schrimpegasse 60529 Frankfurt,50.0850437,8.5804662,highway,way
2173,Schubertstraße,2,Westend-Süd,170,2.11,2,Bockenheim,13.0,60325,Schubertstraße 60325 Frankfurt,50.1177521,8.6590454,highway,way
2179,Schulstraße,5,Sachsenhausen-N.,300,5.31,5A,Sachsenhausen,8.0,60594,Schulstraße 60594 Frankfurt,50.1054899,8.6864402,highway,way
2180,Schultheißenweg,7,Rödelheim,402,7.56,7,Bockenheim,11.0,60489,Schultheißenweg 60489 Frankfurt,50.1282694,8.5956906,highway,way
2181,Schulze-Delitzsch-Straße,11,Riederwald,262,11.76,11,Ost,18.0,60386,Schulze-Delitzsch-Straße 60386 Frankfurt,50.1292388,8.7300052,amenity,node
2182,Schumannstraße,2,Westend-Süd,170,2.11,2,Bockenheim,13.0,60325,Schumannstraße 60325 Frankfurt,50.1197797,8.6553614,highway,way
2174,Schüttenhelmweg,6,Schwanheim,532,6.37,6A,Sachsenhausen,10.0,60529,Schüttenhelmweg 60529 Frankfurt,50.0821258,8.5999373,highway,way
2175,Schüttgrabenstraße,8,Niederursel,481,8.63,8,Nord,14.0,60439,Schüttgrabenstraße 60439 Frankfurt,50.1669849,8.6193668,highway,way
2176,Schützenbleiche,6,Höchst,580,6.45,6C,Höchst,17.0,65929,Schützenbleiche 65929 Frankfurt,50.0963583,8.5432551,highway,way
2177,Schützenhüttenweg,5,Sachsenhausen-S.,323,5.3,5A,Sachsenhausen,8.0,60598,Schützenhüttenweg 60598 Frankfurt,50.0897311,8.6862532,highway,way
2178,Schützenstraße,1,Innenstadt,80,1.01,1,Ost,1.0,60311,Schützenstraße 60311 Frankfurt,50.1103349,8.6912852,highway,way
2183,Schwabstraße,10,Eckenheim,461,10.72,10,Dornbusch,12.0,60435,Schwabstraße 60435 Frankfurt,50.1439914,8.6826984,highway,way
2185,Schwagerstraße,9,Eschersheim,452,9.66,9,Dornbusch,12.0,60431,Schwagerstraße 60431 Frankfurt,50.1548762,8.6547712,highway,way
2186,Schwalbacher Straße,1,Gallus,153,1.05,1,Gallus,4.0,60326,Schwalbacher Straße 60326 Frankfurt,50.1038676,8.6360289,amenity,node
2700,Schwalbenweg,12,Kalbach-Riedberg,650,12.79,12,Nord,14.0,60437,Schwalbenweg 60437 Frankfurt,50.187611,8.6313696,highway,way
2184,Schwälmer Straße,2,Bockenheim,350,2.13,2,Bockenheim,13.0,60486,Schwälmer Straße 60486 Frankfurt,50.1215786,8.6414033,highway,way
2187,Schwanenhof (Wohnplatz),6,Schwanheim,531,6.38,6A,Sachsenhausen,10.0,60529,Schwanenhof (Wohnplatz) 60529 Frankfurt,,,,
2188,Schwanenstraße,4,Ostend,140,4.26,4,Ost,5.0,60314,Schwanenstraße 60314 Frankfurt,50.1113705,8.6946367,highway,way
2189,Schwanheimer Bahnstraße,6,Schwanheim,531,6.38,6A,Sachsenhausen,10.0,60529,Schwanheimer Bahnstraße 60529 Frankfurt,50.0824682,8.5810616,highway,way
2190,Schwanheimer Brücke,6,Schwanheim,531,6.38,6A,Sachsenhausen,10.0,60529,Schwanheimer Brücke 60529 Frankfurt,50.0921988,8.574156679988672,man_made,way
2190,Schwanheimer Brücke,6,Nied,561,6.42,6A,Höchst,10.0,65934,Schwanheimer Brücke 65934 Frankfurt,50.0922072,8.5740556,highway,way
2190,Schwanheimer Brücke,6,Nied,561,6.42,6A,Höchst,16.0,65933,Schwanheimer Brücke 65933 Frankfurt,50.0922072,8.5740556,highway,way
2191,Schwanheimer Straße,5,Niederrad,371,5.35,5B,Sachsenhausen,10.0,60528,Schwanheimer Straße 60528 Frankfurt,50.0877495,8.6365614,highway,way
2192,Schwanheimer Ufer,5,Niederrad,373,5.36,5B,Sachsenhausen,10.0,60529,Schwanheimer Ufer 60529 Frankfurt,50.0871531,8.5922952,highway,way
2193,Schwanthalerstraße,5,Sachsenhausen-N.,324,5.32,5A,Sachsenhausen,8.0,60594,Schwanthalerstraße 60594 Frankfurt,50.1014814,8.6834998,amenity,node
2193,Schwanthalerstraße,5,Sachsenhausen-N.,324,5.32,5A,Sachsenhausen,8.0,60596,Schwanthalerstraße 60596 Frankfurt,50.1001207,8.6789844,highway,way
2194,Schwarzbachstraße,6,Schwanheim,531,6.38,6A,Sachsenhausen,10.0,60529,Schwarzbachstraße 60529 Frankfurt,50.0857407,8.583406,highway,way
2195,Schwarzburgstraße,3,Nordend-West,212,3.17,3,Ost,3.0,60318,Schwarzburgstraße 60318 Frankfurt,50.1275384,8.6854561,amenity,node
3278,Schwarzer Weg,6,Griesheim,542,6.4,6A,Gallus,16.0,60326,Schwarzer Weg 60326 Frankfurt,50.1368736,8.7570621,highway,way
3278,Schwarzer Weg,6,Griesheim,542,6.4,6A,Gallus,16.0,60327,Schwarzer Weg 60327 Frankfurt,50.1424436,8.779155,highway,way
3278,Schwarzer Weg,6,Griesheim,542,6.4,6A,Gallus,16.0,65933,Schwarzer Weg 65933 Frankfurt,50.0944478,8.6114936,highway,way
2196,Schwarzerlenweg,6,Griesheim,542,6.4,6A,Gallus,16.0,65933,Schwarzerlenweg 65933 Frankfurt,50.0952368,8.6072275,highway,way
2198,Schwarzsteinkautweg,5,Sachsenhausen-S.,325,5.34,5A,Sachsenhausen,10.0,60598,Schwarzsteinkautweg 60598 Frankfurt,50.081915,8.6614601,highway,way
2199,Schwarzwaldstraße,5,Niederrad,371,5.35,5B,Sachsenhausen,10.0,60528,Schwarzwaldstraße 60528 Frankfurt,50.0830427,8.6512631,amenity,node
3195,Schwedenkronenplatz,1,Innenstadt,70,1.01,1,Ost,1.0,60313,Schwedenkronenplatz 60313 Frankfurt,50.1163515,8.6865277,highway,way
2200,Schwedenpfad,6,Nied,561,6.42,6A,Höchst,17.0,65934,Schwedenpfad 65934 Frankfurt,50.1020141,8.5625341,highway,way
2201,Schwedlerbrücke,4,Ostend,261,4.27,4,Ost,5.0,60314,Schwedlerbrücke 60314 Frankfurt,50.1166732,8.7170614,highway,way
2201,Schwedlerbrücke,4,Ostend,261,4.27,4,Ost,5.0,60385,Schwedlerbrücke 60385 Frankfurt,50.1166732,8.7170614,highway,way
2202,Schwedlerstraße,4,Ostend,261,4.27,4,Ost,5.0,60314,Schwedlerstraße 60314 Frankfurt,50.1140498,8.719304,highway,way
2203,Schweinfurter Weg,5,Sachsenhausen-S.,332,5.29,5A,Sachsenhausen,8.0,60599,Schweinfurter Weg 60599 Frankfurt,50.095,8.7000799,highway,way
2204,Schweizer Platz,5,Sachsenhausen-N.,324,5.32,5A,Sachsenhausen,8.0,60594,Schweizer Platz 60594 Frankfurt,50.1024094,8.6800572,railway,node
2205,Schweizer Straße,5,Sachsenhausen-N.,324,5.32,5A,Sachsenhausen,8.0,60594,Schweizer Straße 60594 Frankfurt,50.0994764,8.6825434,highway,way
2206,Schwertmannstraße,10,Bonames,491,10.7,10,Nord,14.0,60437,Schwertmannstraße 60437 Frankfurt,50.1849343,8.6642221,highway,way
2207,Schwesternstraße,6,Sossenheim,631,6.53,6C,Höchst,17.0,65936,Schwesternstraße 65936 Frankfurt,50.1189033,8.5634268,highway,way
2208,Schwindstraße,2,Westend-Süd,170,2.11,2,Bockenheim,13.0,60325,Schwindstraße 60325 Frankfurt,50.1192007,8.6591679,highway,way
3117,Sebastian-Kneipp-Straße,8,Niederursel,483,8.63,8,Nord,14.0,60439,Sebastian-Kneipp-Straße 60439 Frankfurt,50.1691694,8.6412197,highway,way
2209,Sebastian-Rinz-Straße,2,Westend-Nord,191,2.09,2,Dornbusch,3.0,60323,Sebastian-Rinz-Straße 60323 Frankfurt,50.1302157,8.6622717,highway,way
3158,Seckbacher Bitzweg,11,Seckbach,390,11.75,11,Ost,6.0,60389,Seckbacher Bitzweg 60389 Frankfurt,50.1461873,8.7306894,highway,way
3158,Seckbacher Bitzweg,16,Bergen-Enkheim,680,16.83,16,Ost,6.0,60388,Seckbacher Bitzweg 60388 Frankfurt,50.1466379,8.7422865,highway,way
2211,Seckbächer Gasse,1,Altstadt,10,1.01,1,Ost,1.0,60311,Seckbächer Gasse 60311 Frankfurt,50.1090628,8.6772128,highway,way
3159,Seckbacher Klemmenweg,11,Seckbach,390,11.75,11,Ost,6.0,60389,Seckbacher Klemmenweg 60389 Frankfurt,50.1465959,8.7368944,highway,way
3625,Seckbacher Kreuzweg,11,Seckbach,390,11.75,11,Ost,6.0,60389,Seckbacher Kreuzweg 60389 Frankfurt,50.1485089,8.7227114,highway,way
2210,Seckbacher Landstraße,4,Bornheim,272,4.22,4,Ost,6.0,60389,Seckbacher Landstraße 60389 Frankfurt,50.1337504,8.7117066,railway,node
2212,Sedanstraße,11,Fechenheim,520,11.78,11,Ost,18.0,60386,Sedanstraße 60386 Frankfurt,50.1191958,8.7713273,highway,way
2213,Seebachstraße,6,Unterliederbach,621,6.51,6C,Höchst,17.0,65929,Seebachstraße 65929 Frankfurt,50.1051883,8.5367748,highway,way
2214,Seegewann,7,Rödelheim,402,7.56,7,Bockenheim,11.0,60489,Seegewann 60489 Frankfurt,50.1265605,8.5981457,highway,way
2215,Seeheimer Straße,5,Oberrad,380,5.28,5A,Sachsenhausen,8.0,60599,Seeheimer Straße 60599 Frankfurt,50.099383,8.7151953,highway,way
3724,Seehofpark,5,Sachsenhausen-S.,332,5.29,5A,Sachsenhausen,8.0,60599,Seehofpark 60599 Frankfurt,50.0961185,8.705091605792543,leisure,way
2216,Seehofstraße,5,Sachsenhausen-N.,331,5.31,5A,Sachsenhausen,8.0,60594,Seehofstraße 60594 Frankfurt,50.1068802,8.692268,highway,way
2217,Seehofsweg,5,Sachsenhausen-S.,332,5.29,5A,Sachsenhausen,8.0,60599,Seehofsweg 60599 Frankfurt,50.0968277,8.7051505,highway,way
2218,Seelenberger Straße,7,Rödelheim,401,7.55,7,Bockenheim,11.0,60489,Seelenberger Straße 60489 Frankfurt,50.1320811,8.6161152,highway,way
2219,Seibertsgasse,8,Niederursel,481,8.63,8,Nord,14.0,60439,Seibertsgasse 60439 Frankfurt,50.1687441,8.6227651,highway,way
3245,Seidelbaststraße,6,Unterliederbach,623,6.51,6C,Höchst,17.0,65929,Seidelbaststraße 65929 Frankfurt,50.1049273,8.5274487,highway,way
2220,Seilerbahn,6,Höchst,580,6.45,6C,Höchst,17.0,65929,Seilerbahn 65929 Frankfurt,50.1002027,8.5528577,highway,way
2221,Seilerstraße,1,Innenstadt,70,1.01,1,Ost,1.0,60313,Seilerstraße 60313 Frankfurt,50.1160903,8.6917743,amenity,node
2222,Selma-Lagerlöf-Straße,9,Ginnheim,441,9.67,9,Nord,12.0,60431,Selma-Lagerlöf-Straße 60431 Frankfurt,50.1447697,8.6612338,highway,way
2223,Senckenberganlage,2,Westend-Süd,170,2.11,2,Bockenheim,13.0,60325,Senckenberganlage 60325 Frankfurt,50.117047299999996,8.65272525054176,leisure,way
2625,Senefelderweg,10,Eckenheim,461,10.72,10,Dornbusch,12.0,60435,Senefelderweg 60435 Frankfurt,50.1526265,8.6817043,highway,way
2224,Seulberger Straße,10,Bonames,491,10.7,10,Nord,14.0,60437,Seulberger Straße 60437 Frankfurt,50.1851044,8.6717904,highway,way
2225,Seumestraße,3,Nordend-Ost,230,3.2,3,Ost,3.0,60316,Seumestraße 60316 Frankfurt,50.120146,8.6987722,highway,way
2226,Severusstraße,8,Heddernheim,431,8.61,8,Nord,14.0,60439,Severusstraße 60439 Frankfurt,50.1562268,8.6402207,highway,way
2915,Siboldgasse,16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Siboldgasse 60388 Frankfurt,50.1548631,8.7518578,highway,way
2916,Siebenbürgenstraße,16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Siebenbürgenstraße 60388 Frankfurt,50.1475843,8.7580046,highway,way
2917,Siedlerstraße,16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Siedlerstraße 60388 Frankfurt,50.1425921,8.7571061,highway,way
2227,Siegener Straße,6,Sossenheim,631,6.53,6C,Höchst,17.0,65936,Siegener Straße 65936 Frankfurt,50.1224619,8.5662888,highway,way
3704,Siegfried-Gößling-Weg,11,Seckbach,390,11.75,11,Ost,6.0,60389,Siegfried-Gößling-Weg 60389 Frankfurt,50.1380133,8.7166979,highway,way
2228,Siemensstraße,5,Sachsenhausen-N.,331,5.31,5A,Sachsenhausen,8.0,60594,Siemensstraße 60594 Frankfurt,50.1036666,8.695243,highway,way
2229,Sieringstraße,6,Unterliederbach,622,6.52,6C,Höchst,17.0,65929,Sieringstraße 65929 Frankfurt,50.109586,8.540966,highway,way
2230,Siesmayerstraße,2,Westend-Süd,180,2.1,2,Bockenheim,3.0,60323,Siesmayerstraße 60323 Frankfurt,50.1229487,8.658396,amenity,node
2231,Sigmund-Freud-Straße,10,Eckenheim,461,10.72,10,Dornbusch,12.0,60435,Sigmund-Freud-Straße 60435 Frankfurt,50.1552119,8.6860901,highway,way
2232,Silberbornstraße,9,Dornbusch,463,9.69,9,Dornbusch,12.0,60320,Silberbornstraße 60320 Frankfurt,50.1392833,8.675779,highway,way
2233,Silcherstraße,6,Schwanheim,531,6.38,6A,Sachsenhausen,10.0,60529,Silcherstraße 60529 Frankfurt,50.0854915,8.5852635,highway,way
2234,Silostraße,6,Unterliederbach,623,6.51,6C,Höchst,17.0,65929,Silostraße 65929 Frankfurt,50.1000645,8.5260901,highway,way
2235,Simon-Bolivar-Anlage,2,Westend-Nord,191,2.09,2,Dornbusch,3.0,60322,Simon-Bolivar-Anlage 60322 Frankfurt,50.1228676,8.666555507499659,leisure,way
2235,Simon-Bolivar-Anlage,2,Westend-Nord,191,2.09,2,Dornbusch,3.0,60323,Simon-Bolivar-Anlage 60323 Frankfurt,50.1228676,8.666555507499659,leisure,way
2236,Simon-Ochs-Straße,10,Preungesheim,470,10.73,10,Dornbusch,12.0,60435,Simon-Ochs-Straße 60435 Frankfurt,50.145126,8.6943793,highway,way
2237,Simsonstraße,4,Ostend,252,4.25,4,Ost,5.0,60385,Simsonstraße 60385 Frankfurt,50.1219153,8.7148823,highway,way
3153,Sinaipark,9,Dornbusch,462,9.69,9,Dornbusch,12.0,60320,Sinaipark 60320 Frankfurt,50.14541795,8.673948402240256,leisure,way
3153,Sinaipark,9,Dornbusch,462,9.69,9,Dornbusch,12.0,60433,Sinaipark 60433 Frankfurt,50.14541795,8.673948402240256,leisure,way
3153,Sinaipark,9,Dornbusch,462,9.69,9,Dornbusch,12.0,60435,Sinaipark 60435 Frankfurt,50.14541795,8.673948402240256,leisure,way
2238,Sindlinger Bahnstraße,6,Sindlingen,601,6.47,6B,Höchst,17.0,65931,Sindlinger Bahnstraße 65931 Frankfurt,50.0893154,8.5093621,highway,way
3000,Sindlinger Mainbrücke,6,Sindlingen,601,6.47,6B,Höchst,17.0,65931,Sindlinger Mainbrücke 65931 Frankfurt,50.0747331,8.520981,highway,way
2239,Sindlinger Mainwasen,6,Sindlingen,601,6.47,6B,Höchst,17.0,65931,Sindlinger Mainwasen 65931 Frankfurt,,,,
2240,Sindlinger Straße,1,Gallus,162,1.07,1,Gallus,4.0,60326,Sindlinger Straße 60326 Frankfurt,50.1043149,8.6368406,highway,way
2241,Sinner Weg,8,Heddernheim,431,8.61,8,Nord,14.0,60439,Sinner Weg 60439 Frankfurt,50.1630353,8.6398806,highway,way
2242,Siolistraße,2,Westend-Nord,191,2.09,2,Dornbusch,3.0,60323,Siolistraße 60323 Frankfurt,50.1307515,8.6661038,highway,way
2243,Sirenenstraße,6,Höchst,580,6.45,6C,Höchst,17.0,65929,Sirenenstraße 65929 Frankfurt,50.1064328,8.5514412,highway,way
3412,Skylineblick,12,Kalbach-Riedberg,651,12.79,12,Nord,14.0,60438,Skylineblick 60438 Frankfurt,50.1794095,8.6418266,highway,way
2244,Sodener Straße,1,Gallus,165,1.08,1,Gallus,4.0,60326,Sodener Straße 60326 Frankfurt,50.1021606,8.6301345,highway,way
2246,Solmspark,7,Rödelheim,401,7.55,7,Bockenheim,11.0,60489,Solmspark 60489 Frankfurt,50.121826,8.612249364755009,leisure,way
2247,Solmsstraße,2,Bockenheim,342,2.14,2,Bockenheim,13.0,60486,Solmsstraße 60486 Frankfurt,50.1185212,8.628877,highway,way
2248,Sommerhoffpark,1,Gutleutviertel,151,1.04,1,Gallus,4.0,60327,Sommerhoffpark 60327 Frankfurt,50.0967993,8.648948102665894,leisure,way
2245,Sömmerringstraße,3,Nordend-West,201,3.21,3,Dornbusch,3.0,60322,Sömmerringstraße 60322 Frankfurt,50.1238222,8.6811347,highway,way
2249,Sondershausenstraße,1,Gallus,154,1.05,1,Gallus,16.0,60326,Sondershausenstraße 60326 Frankfurt,50.0972419,8.622749,highway,way
2250,Sonnemannstraße,4,Ostend,140,4.26,4,Ost,5.0,60314,Sonnemannstraße 60314 Frankfurt,50.1110869,8.7029767,amenity,node
2251,Sonnenhof (Wohnplatz),6,Sossenheim,632,6.54,6C,Höchst,17.0,65936,Sonnenhof (Wohnplatz) 65936 Frankfurt,,,,
3368,Sonnentaustraße,10,Frankfurter Berg,492,10.71,10,Nord,14.0,60433,Sonnentaustraße 60433 Frankfurt,50.1656657,8.6823655,highway,way
2252,Sonnenweg,6,Schwanheim,532,6.37,6A,Sachsenhausen,10.0,60529,Sonnenweg 60529 Frankfurt,50.0856364,8.5989436,amenity,node
2253,Sontraer Straße,11,Fechenheim,510,11.77,11,Ost,18.0,60386,Sontraer Straße 60386 Frankfurt,50.130115,8.7439066,highway,way
2254,Soonwaldstraße,6,Unterliederbach,621,6.51,6C,Höchst,17.0,65929,Soonwaldstraße 65929 Frankfurt,50.1097547,8.5370519,highway,way
3051,Sophie-Rosenthal-Straße,16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Sophie-Rosenthal-Straße 60388 Frankfurt,50.158072,8.7607503,highway,way
3606,Sophie-von-La-Roche-Weg,9,Ginnheim,441,9.67,9,Nord,12.0,60431,Sophie-von-La-Roche-Weg 60431 Frankfurt,50.140407,8.6596005,highway,way
2255,Sophienstraße,2,Bockenheim,361,2.12,2,Bockenheim,13.0,60325,Sophienstraße 60325 Frankfurt,50.1214175,8.6538649,highway,way
2255,Sophienstraße,2,Bockenheim,361,2.12,2,Bockenheim,13.0,60487,Sophienstraße 60487 Frankfurt,50.1274121,8.6426355,highway,way
3614,Sorbenstraße,13,Nieder-Erlenbach,640,13.8,13,Nord,14.0,60437,Sorbenstraße 60437 Frankfurt,50.2056373,8.7016607,highway,way
3193,Sossenheimer Kirchberg,6,Sossenheim,631,6.53,6C,Höchst,17.0,65936,Sossenheimer Kirchberg 65936 Frankfurt,50.1199165,8.566854,highway,way
2256,Sossenheimer Mühlgasse,6,Sossenheim,631,6.53,6C,Höchst,17.0,65936,Sossenheimer Mühlgasse 65936 Frankfurt,50.1195175,8.5653323,highway,way
2016,Sossenheimer Riedstraße,6,Sossenheim,632,6.54,6C,Höchst,17.0,65936,Sossenheimer Riedstraße 65936 Frankfurt,50.1212182,8.5694459,highway,way
2257,Sossenheimer Weg,6,Unterliederbach,622,6.52,6C,Höchst,17.0,65929,Sossenheimer Weg 65929 Frankfurt,50.1115374,8.5382638,highway,way
2257,Sossenheimer Weg,6,Sossenheim,631,6.53,6C,Höchst,17.0,65936,Sossenheimer Weg 65936 Frankfurt,50.1156017,8.5569705,highway,way
2258,Souchaystraße,5,Sachsenhausen-N.,324,5.32,5A,Sachsenhausen,8.0,60594,Souchaystraße 60594 Frankfurt,50.1030354,8.6818583,highway,way
2259,Spatzengasse,5,Oberrad,380,5.28,5A,Sachsenhausen,8.0,60599,Spatzengasse 60599 Frankfurt,50.0997263,8.7175081,highway,way
2260,Speckgäßchen,5,Oberrad,380,5.28,5A,Sachsenhausen,8.0,60599,Speckgäßchen 60599 Frankfurt,50.1001533,8.718637,highway,way
2261,Speckgasse,5,Oberrad,380,5.28,5A,Sachsenhausen,8.0,60599,Speckgasse 60599 Frankfurt,50.0999875,8.7191224,highway,way
2262,Speckweg,5,Oberrad,380,5.28,5A,Sachsenhausen,8.0,60599,Speckweg 60599 Frankfurt,50.102416,8.7182076,highway,way
2263,Speicherstraße,1,Gutleutviertel,151,1.04,1,Gallus,4.0,60327,Speicherstraße 60327 Frankfurt,50.1017243,8.6635588,highway,way
2919,Speierlingweg,16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Speierlingweg 60388 Frankfurt,50.1526917,8.7612091,highway,way
2264,Spenerstraße,9,Dornbusch,462,9.69,9,Dornbusch,12.0,60320,Spenerstraße 60320 Frankfurt,50.1382984,8.6721192,highway,way
2701,Sperberweg,12,Kalbach-Riedberg,650,12.79,12,Nord,14.0,60437,Sperberweg 60437 Frankfurt,50.1869647,8.6341671,highway,way
2265,Spessartstraße,4,Bornheim,282,4.24,4,Ost,5.0,60385,Spessartstraße 60385 Frankfurt,50.1254111,8.7099623,highway,way
2266,Speyerer Straße,1,Gallus,161,1.06,1,Gallus,4.0,60327,Speyerer Straße 60327 Frankfurt,50.1054325,8.6504748,highway,way
2267,Spielmannstraße,6,Nied,561,6.42,6A,Höchst,16.0,65934,Spielmannstraße 65934 Frankfurt,50.0987612,8.5695486,highway,way
2268,Spielsgasse,8,Niederursel,481,8.63,8,Nord,14.0,60439,Spielsgasse 60439 Frankfurt,50.1695288,8.6219762,highway,way
2730,Spitzenstraße,14,Harheim,660,14.81,14,Nord,14.0,60437,Spitzenstraße 60437 Frankfurt,50.1834871,8.6839113,highway,way
3302,Spitzgartenweg,12,Kalbach-Riedberg,651,12.79,12,Nord,14.0,60438,Spitzgartenweg 60438 Frankfurt,50.175248,8.639831,highway,way
2269,Spohrstraße,3,Nordend-West,211,3.19,3,Ost,3.0,60318,Spohrstraße 60318 Frankfurt,50.1258884,8.6913657,amenity,node
2301,St.-George-Straße,4,Bornheim,272,4.22,4,Ost,6.0,60389,St.-George-Straße 60389 Frankfurt,50.1315208,8.7086502,highway,way
2271,Städelstraße,5,Sachsenhausen-N.,321,5.32,5A,Sachsenhausen,8.0,60596,Städelstraße 60596 Frankfurt,50.1035087,8.6761571,amenity,node
2273,Stalburgstraße,3,Nordend-West,201,3.21,3,Dornbusch,3.0,60318,Stalburgstraße 60318 Frankfurt,50.1244749,8.6840069,amenity,node
2274,Starenweg,6,Unterliederbach,621,6.51,6C,Höchst,17.0,65929,Starenweg 65929 Frankfurt,50.1037031,8.5292635,highway,way
2918,Stargarder Straße,16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Stargarder Straße 60388 Frankfurt,50.1484521,8.7551242,highway,way
2275,Starkenburger Straße,11,Fechenheim,520,11.78,11,Ost,18.0,60386,Starkenburger Straße 60386 Frankfurt,50.1215123,8.7720514,highway,way
2276,Staufenstraße,2,Westend-Süd,110,2.1,2,Bockenheim,3.0,60323,Staufenstraße 60323 Frankfurt,50.1194577,8.6700998,amenity,node
2279,Stefan-Zweig-Straße,9,Ginnheim,441,9.67,9,Nord,12.0,60431,Stefan-Zweig-Straße 60431 Frankfurt,50.1417504,8.6554454,highway,way
2280,Stegerwaldstraße,6,Unterliederbach,621,6.51,6C,Höchst,17.0,65929,Stegerwaldstraße 65929 Frankfurt,50.1117275,8.5329695,highway,way
2281,Stegstraße,5,Sachsenhausen-N.,324,5.32,5A,Sachsenhausen,8.0,60594,Stegstraße 60594 Frankfurt,50.1016191,8.6847109,highway,way
2938,Stegweidhof (Wohnplatz),16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Stegweidhof (Wohnplatz) 60388 Frankfurt,,,,
2282,Steinäckerstraße,11,Fechenheim,520,11.78,11,Ost,18.0,60386,Steinäckerstraße 60386 Frankfurt,50.1187473,8.7736217,highway,way
2283,Steinauer Straße,11,Fechenheim,510,11.77,11,Ost,18.0,60386,Steinauer Straße 60386 Frankfurt,50.1351186,8.7574354,highway,way
2284,Steinbacher Hohl,7,Praunheim,422,7.59,7,Bockenheim,14.0,60488,Steinbacher Hohl 60488 Frankfurt,50.1495448,8.6186649,highway,way
2285,Steingrundweg,5,Niederrad,372,5.36,5B,Sachsenhausen,10.0,60528,Steingrundweg 60528 Frankfurt,50.0806579,8.6494081,highway,way
2286,Steinhausenstraße,5,Sachsenhausen-S.,332,5.29,5A,Sachsenhausen,8.0,60599,Steinhausenstraße 60599 Frankfurt,50.0993811,8.7020553,highway,way
2287,Steinkleestraße,10,Eckenheim,461,10.72,10,Dornbusch,12.0,60435,Steinkleestraße 60435 Frankfurt,50.1506134,8.683652,highway,way
2288,Steinkopfweg,6,Zeilsheim,611,6.49,6B,Höchst,17.0,65931,Steinkopfweg 65931 Frankfurt,50.0954586,8.48875,highway,way
2289,Steinlestraße,5,Sachsenhausen-N.,322,5.33,5A,Sachsenhausen,8.0,60596,Steinlestraße 60596 Frankfurt,50.101161,8.6712363,highway,way
2290,Steinmetzstraße,6,Sindlingen,601,6.47,6B,Höchst,17.0,65931,Steinmetzstraße 65931 Frankfurt,50.0783069,8.5121264,highway,way
2731,Steinritzstraße,14,Harheim,660,14.81,14,Nord,14.0,60437,Steinritzstraße 60437 Frankfurt,50.1873538,8.6916792,highway,way
2291,Steinrutsch,6,Zeilsheim,611,6.49,6B,Höchst,17.0,65931,Steinrutsch 65931 Frankfurt,50.0906768,8.4989633,highway,way
2293,Steinweg,1,Innenstadt,50,1.02,1,Ost,1.0,60313,Steinweg 60313 Frankfurt,50.1132888,8.6784462,highway,way
2294,Stephan-Heise-Straße,7,Praunheim,423,7.59,7,Bockenheim,11.0,60488,Stephan-Heise-Straße 60488 Frankfurt,50.1351692,8.6156084,highway,way
2295,Stephanstraße,1,Innenstadt,60,1.02,1,Ost,1.0,60313,Stephanstraße 60313 Frankfurt,50.1163781,8.6820969,highway,way
3192,Stephensonstraße,1,Gallus,162,1.07,1,Gallus,4.0,60326,Stephensonstraße 60326 Frankfurt,50.1066514,8.6402972,highway,way
